id,id_seller,id_weight,name,description,price,photo_url
34,34,34,Layang,Possimus porro voluptatem aperiam ut officiis dignissimos omnis architecto labore adipisci quasi nobis exercitationem tenetur temporibus eligendi voluptatem vitae.,21569,https://dummyimage.com/640x480
35,35,35,Kerapu,Consequatur incidunt tempore repellat nesciunt porro porro accusamus architecto necessitatibus.,24007,https://dummyimage.com/640x480
36,36,36,Tongkol,At tenetur delectus eum dolorum eius commodi sint atque.,32209,https://placekitten.com/640/480
37,37,37,Salmon,Tenetur amet dicta deserunt eveniet harum ea.,15957,https://dummyimage.com/640x480
38,38,38,Kakap Putih,Odio molestias autem quasi placeat harum minus corporis impedit dolorem praesentium hic.,20945,https://placekitten.com/640/480
39,39,39,Udang Vaname,Illo accusamus dolor saepe iste maiores nesciunt possimus quisquam aut maxime temporibus perspiciatis exercitationem voluptatum quae.,22868,https://placekitten.com/640/480
40,40,40,Tuna,A nisi quis mollitia corrupti neque natus suscipit qui corrupti iste.,26586,https://placekitten.com/640/480
41,41,41,Gurame,Consequatur alias distinctio nam rerum placeat id quis quam.,31047,https://placekitten.com/640/480
42,42,42,Tuna,In temporibus velit sapiente laboriosam alias rerum.,15312,https://picsum.photos/640/480
43,43,43,Rajungan,Eaque amet distinctio quisquam deleniti at id unde vero cumque.,15962,https://placekitten.com/640/480
44,44,44,Patin,Blanditiis velit tempore quo eveniet sit repellendus necessitatibus vitae explicabo corporis molestiae eum vel.,19313,https://dummyimage.com/640x480
45,45,45,Udang Windu,Mollitia reiciendis culpa nostrum sapiente.,16463,https://placekitten.com/640/480
46,46,46,Sotong,Ipsam sunt corrupti unde quis error illo voluptatem eum.,34538,https://placekitten.com/640/480
47,47,47,Sarden,Minima fugit ipsa sapiente at illum magni molestias.,17464,https://picsum.photos/640/480
48,48,48,Udang Windu,Perferendis blanditiis amet dolore aspernatur adipisci.,16669,https://picsum.photos/640/480
49,49,49,Udang Vaname,Officiis facilis earum laborum laudantium doloremque.,16205,https://dummyimage.com/640x480
50,50,50,Makarel,Dicta illo adipisci consectetur aliquam ex ex tenetur facilis.,18331,https://placekitten.com/640/480
51,51,51,Cakalang,Quo quis sequi temporibus numquam iusto quis qui doloremque distinctio.,20656,https://picsum.photos/640/480
52,52,52,Tuna,Voluptas quo fuga tempora sunt autem placeat aspernatur nostrum odio.,29132,https://placekitten.com/640/480
53,53,53,Udang Vaname,Quo aut iusto aliquam consectetur sint.,21707,https://picsum.photos/640/480
54,54,54,Teri,Eius optio ex blanditiis est blanditiis.,22287,https://placekitten.com/640/480
55,55,55,Tuna,Eligendi beatae incidunt velit sunt suscipit tempora.,26649,https://picsum.photos/640/480
56,56,56,Udang Windu,Facere quasi nam minima beatae repudiandae deleniti laudantium.,23328,https://picsum.photos/640/480
57,57,57,Makarel,Dolorem perferendis ipsam reiciendis tempore.,26193,https://dummyimage.com/640x480
58,58,58,Cumi-cumi,Dolor eaque quam corrupti deserunt beatae illum vel harum autem.,18935,https://picsum.photos/640/480
59,59,59,Cumi-cumi,Maiores numquam quia excepturi voluptatum dolorum est expedita.,15175,https://picsum.photos/640/480
60,60,60,Kembung,Voluptatem corrupti ab molestiae praesentium eligendi deleniti.,29601,https://dummyimage.com/640x480
61,61,61,Nila,In nam dolorum fuga ut culpa ratione asperiores impedit facere.,29156,https://placekitten.com/640/480
62,62,62,Kembung,Ab tenetur fuga autem veritatis aperiam aperiam quam laboriosam pariatur rem.,18542,https://dummyimage.com/640x480
63,63,63,Cakalang,Iste earum eos sint numquam illum unde assumenda nobis vero natus.,24629,https://dummyimage.com/640x480
64,64,64,Kembung,Saepe impedit delectus modi quibusdam esse ratione modi distinctio voluptatum numquam temporibus quibusdam ad dolorem eaque laboriosam.,22420,https://dummyimage.com/640x480
65,65,65,Salmon,Similique iure labore velit dignissimos distinctio.,31143,https://picsum.photos/640/480
66,66,66,Kerapu,Nihil minus quibusdam beatae voluptatem aut commodi quisquam accusantium ad saepe nobis.,19495,https://dummyimage.com/640x480
67,67,67,Sotong,Ex consectetur vel delectus possimus perferendis iste cumque itaque dolorem.,17588,https://dummyimage.com/640x480
68,68,68,Layang,Velit voluptatum est magnam dignissimos.,26260,https://placekitten.com/640/480
69,69,69,Kakap Putih,Doloribus ex sed ipsum recusandae aliquam quas voluptatum doloribus voluptatum magni explicabo quam.,22698,https://dummyimage.com/640x480
70,70,70,Sotong,Laborum accusantium corrupti iste labore ipsam.,15706,https://placekitten.com/640/480
71,71,71,Kembung,Impedit ipsam minus soluta ducimus nulla quasi fugit aperiam eius quod dolor rem fugit.,33097,https://placekitten.com/640/480
72,72,72,Makarel,Cupiditate culpa voluptate incidunt voluptatem expedita nihil.,32295,https://dummyimage.com/640x480
73,73,73,Kerapu,Placeat quasi corrupti facilis quis voluptatem beatae inventore.,25834,https://placekitten.com/640/480
74,74,74,Sarden,Alias autem consequuntur quisquam amet pariatur.,29860,https://picsum.photos/640/480
75,75,75,Kakap Merah,Nemo libero enim deleniti dolorem expedita atque eum reprehenderit aspernatur iure ipsam provident corrupti.,15233,https://picsum.photos/640/480
76,76,76,Sarden,Voluptas earum sint libero expedita deserunt nam expedita beatae numquam velit laudantium mollitia assumenda rem omnis animi.,30224,https://dummyimage.com/640x480
77,77,77,Baronang,Libero natus possimus possimus quibusdam nesciunt adipisci harum repellat vel neque quae.,28404,https://picsum.photos/640/480
78,78,78,Udang Vaname,Maiores natus suscipit iusto corporis odit exercitationem dolorem fugiat esse.,31652,https://dummyimage.com/640x480
79,79,79,Makarel,Eligendi eos aut harum eveniet.,19494,https://dummyimage.com/640x480
80,80,80,Tongkol,Officia quibusdam dolore atque sequi fuga error facere ipsum.,26376,https://dummyimage.com/640x480
81,81,81,Belanak,Vero blanditiis in consectetur placeat vel quasi nemo autem.,33656,https://picsum.photos/640/480
82,82,82,Gurame,Minima cumque error tempora beatae cum hic maiores aspernatur possimus officia dignissimos assumenda.,26173,https://placekitten.com/640/480
83,83,83,Bawal,Quibusdam alias facere illo quas culpa molestiae aut temporibus in nostrum dolores tempore aspernatur laudantium recusandae iusto deserunt velit.,33985,https://dummyimage.com/640x480
84,84,84,Tongkol,Explicabo officiis totam necessitatibus officiis soluta nam tenetur doloribus necessitatibus error vero sint non.,17008,https://dummyimage.com/640x480
85,85,85,Belanak,Praesentium qui ad amet dicta quo quo necessitatibus eos dicta repellat veritatis accusamus officiis explicabo itaque tempora.,22890,https://dummyimage.com/640x480
86,86,86,Cakalang,Amet harum error eaque omnis delectus quam eaque.,23946,https://placekitten.com/640/480
87,87,87,Bawal,Quisquam sed numquam ipsum explicabo commodi unde amet.,21919,https://dummyimage.com/640x480
88,88,88,Cumi-cumi,Temporibus commodi atque aspernatur autem perspiciatis rerum accusantium dolore quis in ducimus.,15824,https://picsum.photos/640/480
89,89,89,Selar,Voluptate aut ea minus deserunt optio blanditiis amet non omnis unde consectetur aspernatur laudantium omnis quod eos dolorum.,25553,https://placekitten.com/640/480
90,90,90,Teri,Odit quas nam praesentium iusto assumenda assumenda cumque non libero temporibus soluta dolores molestias.,22221,https://picsum.photos/640/480
91,91,91,Cumi-cumi,Inventore sit excepturi alias placeat laborum quis ratione delectus consequuntur magni sed in ad earum excepturi sint.,27186,https://picsum.photos/640/480
92,92,92,Tongkol,Dicta vero quod harum fugiat consequuntur rerum possimus quia voluptas porro quia.,33633,https://dummyimage.com/640x480
93,93,93,Kakap Merah,Rem error doloremque atque maiores doloremque laborum ullam excepturi repellat occaecati iure.,21077,https://picsum.photos/640/480
94,94,94,Makarel,Cumque earum quisquam ipsa sed ullam totam perspiciatis ipsa officia.,15152,https://dummyimage.com/640x480
95,95,95,Bandeng,Cum quasi magni harum natus expedita.,33651,https://placekitten.com/640/480
96,96,96,Cumi-cumi,Sunt et animi vitae temporibus fugiat dignissimos nemo.,34193,https://dummyimage.com/640x480
97,97,97,Kepiting Bakau,Molestiae in est eos voluptatem ad occaecati odio.,17000,https://picsum.photos/640/480
98,98,98,Kembung,Praesentium accusantium voluptatem deserunt nisi doloribus ducimus libero laudantium nobis quasi molestiae doloribus rerum qui beatae ratione vitae rem repellendus quidem.,18433,https://dummyimage.com/640x480
99,99,99,Salmon,Iure asperiores consequuntur assumenda quam laudantium vitae sint sapiente eum accusantium quis reiciendis iusto incidunt fugit.,24273,https://picsum.photos/640/480
100,100,100,Belanak,Quis culpa vitae possimus voluptate quisquam animi temporibus molestiae sapiente aliquam.,32782,https://picsum.photos/640/480
101,101,101,Kakap Putih,Cupiditate eveniet sunt vitae eos soluta libero saepe totam.,21141,https://picsum.photos/640/480
102,102,102,Tuna,Aspernatur nihil distinctio provident minima consectetur qui soluta doloribus hic nam nobis.,16677,https://picsum.photos/640/480
103,103,103,Patin,Quasi laboriosam eos saepe nam laborum expedita minima.,22079,https://dummyimage.com/640x480
104,104,104,Kepiting Bakau,Dolorem eaque vitae error dolore ipsa suscipit laudantium eligendi eveniet quia fugiat deserunt quia accusantium architecto in ex accusamus.,30151,https://placekitten.com/640/480
105,105,105,Udang Windu,Magnam natus iure suscipit nam enim labore cum voluptate.,26236,https://dummyimage.com/640x480
106,106,106,Tuna,Provident nam laudantium tenetur eaque provident sapiente aspernatur vitae.,22921,https://placekitten.com/640/480
107,107,107,Patin,Delectus quos inventore doloribus quis porro.,30093,https://picsum.photos/640/480
108,108,108,Kerapu,Autem neque error voluptates cum omnis quisquam dolorum numquam at numquam architecto.,32355,https://placekitten.com/640/480
109,109,109,Patin,Cupiditate illo nulla adipisci quasi.,29758,https://placekitten.com/640/480
110,110,110,Kembung,Voluptatum culpa dicta autem dolorum magni ex ipsum nesciunt aliquid.,34516,https://picsum.photos/640/480
111,111,111,Kerapu,Atque pariatur maxime vitae sint facere asperiores ea.,19216,https://dummyimage.com/640x480
112,112,112,Udang Windu,Ullam nobis soluta magnam accusamus itaque voluptatibus.,34475,https://placekitten.com/640/480
113,113,113,Teri,Reprehenderit deserunt aspernatur qui iste veritatis inventore dignissimos amet magnam pariatur quod nisi.,16666,https://placekitten.com/640/480
114,114,114,Kembung,Eos sapiente illo rem dignissimos iusto explicabo modi doloribus.,16303,https://dummyimage.com/640x480
115,115,115,Kerapu,Dolores repudiandae temporibus pariatur quaerat ipsa temporibus id.,29924,https://dummyimage.com/640x480
116,116,116,Tongkol,Iste neque amet natus fuga rem non ipsum tempora pariatur nihil.,19840,https://picsum.photos/640/480
117,117,117,Kerapu,Sunt accusamus nesciunt dolor aut praesentium cum dignissimos sit at repellat.,19129,https://picsum.photos/640/480
118,118,118,Kakap Putih,Labore earum quaerat asperiores nisi minima saepe.,24593,https://dummyimage.com/640x480
119,119,119,Layang,Occaecati consectetur odio reiciendis similique explicabo dolorum porro.,30910,https://dummyimage.com/640x480
120,120,120,Tuna,Dicta dolore aperiam neque recusandae id.,16125,https://picsum.photos/640/480
121,121,121,Patin,Animi maiores totam voluptatum ullam occaecati ea delectus vel veniam.,15837,https://picsum.photos/640/480
122,122,122,Makarel,Deleniti officiis corrupti quod qui qui perferendis debitis sunt dolores beatae aut ad fuga corrupti libero.,16052,https://dummyimage.com/640x480
123,123,123,Rajungan,Officiis harum eum reprehenderit culpa hic nesciunt fuga natus voluptatum aperiam.,32898,https://picsum.photos/640/480
124,124,124,Tuna,Quis dolorem sapiente iste expedita perspiciatis voluptatibus rerum voluptas quisquam fugit neque corporis odit.,18107,https://picsum.photos/640/480
125,125,125,Kembung,Ipsam praesentium voluptatum ex a veniam rem laboriosam ullam similique.,17276,https://picsum.photos/640/480
126,126,126,Bandeng,Deleniti reiciendis quas nemo sequi voluptatem earum modi quisquam maxime aspernatur nesciunt doloremque necessitatibus soluta minus consequatur libero.,28901,https://placekitten.com/640/480
127,127,127,Cumi-cumi,Tenetur asperiores qui eveniet voluptatum et veniam perferendis totam.,33123,https://picsum.photos/640/480
128,128,128,Salmon,Cumque soluta eligendi qui doloribus harum delectus quae quis aperiam.,28000,https://dummyimage.com/640x480
129,129,129,Cakalang,Deleniti iure ipsam autem eum perspiciatis velit.,26217,https://placekitten.com/640/480
130,130,130,Baronang,Error alias autem eius molestias eos deserunt aut atque recusandae molestiae molestiae commodi at modi blanditiis suscipit.,32209,https://placekitten.com/640/480
131,131,131,Gurame,Asperiores eum alias magni possimus eligendi id ipsa omnis reprehenderit explicabo dolore odit unde commodi dicta quas hic.,21554,https://picsum.photos/640/480
132,132,132,Sarden,Dolorem beatae veritatis ipsum consectetur necessitatibus eos nisi cumque quasi corporis repellendus temporibus dolore cupiditate.,29468,https://placekitten.com/640/480
133,133,133,Cumi-cumi,Quasi nesciunt recusandae non reiciendis.,26997,https://picsum.photos/640/480
134,134,134,Patin,Ipsam provident eveniet perferendis fuga illo recusandae ex repudiandae.,20109,https://placekitten.com/640/480
135,135,135,Sarden,Sit temporibus eveniet perferendis ducimus totam unde quaerat eum.,21240,https://placekitten.com/640/480
136,136,136,Tongkol,Eum optio odit soluta voluptatem voluptatem blanditiis cum quod atque et modi architecto quo praesentium.,19666,https://placekitten.com/640/480
137,137,137,Tongkol,Quam dignissimos earum nisi voluptas maxime suscipit totam cum praesentium voluptatem praesentium ullam labore.,30716,https://dummyimage.com/640x480
138,138,138,Kepiting Bakau,Iusto perferendis tempora vitae incidunt ut architecto quam repudiandae facilis eaque odit.,21952,https://dummyimage.com/640x480
139,139,139,Nila,Et facere facere quam quis beatae at sed.,24070,https://placekitten.com/640/480
140,140,140,Gurame,Sequi quaerat tenetur magnam officiis recusandae.,32039,https://picsum.photos/640/480
141,141,141,Belanak,Explicabo magni iure et quod autem laboriosam aliquam voluptate debitis sint.,22576,https://picsum.photos/640/480
142,142,142,Makarel,Ratione praesentium unde maiores accusamus architecto omnis quas officiis nemo nesciunt dolorum libero.,26003,https://picsum.photos/640/480
143,143,143,Kembung,Optio dolor voluptates aliquid fuga dicta dolor dolorum ut corrupti eius eius adipisci nemo pariatur placeat tenetur numquam explicabo eos.,19342,https://picsum.photos/640/480
144,144,144,Gurame,Explicabo expedita labore delectus eius magnam sint voluptatibus.,25336,https://dummyimage.com/640x480
145,145,145,Lele,Iure unde rem possimus incidunt mollitia hic quasi delectus odio veritatis veniam quasi voluptatem.,32652,https://placekitten.com/640/480
146,146,146,Cakalang,Aliquam doloribus pariatur nemo suscipit error veritatis quaerat voluptatum at reprehenderit.,15862,https://dummyimage.com/640x480
147,147,147,Selar,Repudiandae voluptatibus distinctio repudiandae soluta repellat rem impedit mollitia.,34078,https://picsum.photos/640/480
148,148,148,Kerapu,Facere suscipit quae similique velit ducimus consectetur quae et natus assumenda odio doloremque.,21846,https://placekitten.com/640/480
149,149,149,Rajungan,Quis dolore numquam ab adipisci earum labore laborum commodi laudantium nesciunt commodi.,28606,https://picsum.photos/640/480
150,150,150,Sotong,Dolore qui hic ipsam veniam minima quidem.,21518,https://placekitten.com/640/480
151,151,151,Baronang,Labore voluptatibus soluta suscipit laudantium.,20515,https://placekitten.com/640/480
152,152,152,Kakap Merah,Inventore aspernatur necessitatibus fugiat quisquam eos deserunt nihil quis nobis dicta reprehenderit eum sunt accusantium omnis facere quod minima.,31987,https://dummyimage.com/640x480
153,153,153,Sotong,Beatae placeat nostrum suscipit quam blanditiis ipsa iure unde id soluta ratione debitis debitis.,25192,https://placekitten.com/640/480
154,154,154,Sotong,Ullam eius aspernatur perferendis commodi numquam vel adipisci accusamus modi amet.,32458,https://dummyimage.com/640x480
155,155,155,Kakap Merah,Quam facilis consequatur quasi laboriosam inventore iure libero quis corrupti ullam magnam molestias.,33684,https://picsum.photos/640/480
156,156,156,Kakap Putih,Harum distinctio totam expedita rem corporis debitis nihil architecto id sed temporibus perspiciatis temporibus rem officia adipisci dolore facere.,16609,https://picsum.photos/640/480
157,157,157,Patin,In corrupti animi officiis quos ipsa distinctio vel nesciunt hic numquam molestiae.,16444,https://dummyimage.com/640x480
158,158,158,Tuna,Eum eligendi dolore ratione labore animi ab magnam molestias atque.,24741,https://dummyimage.com/640x480
159,159,159,Salmon,Modi ipsum culpa sunt sapiente veniam.,16199,https://placekitten.com/640/480
160,160,160,Tuna,Dolore distinctio ipsam maiores maiores ullam suscipit at.,22427,https://dummyimage.com/640x480
161,161,161,Lele,Numquam voluptatum beatae dolor ad architecto blanditiis recusandae iusto.,30203,https://placekitten.com/640/480
162,162,162,Kakap Putih,Deserunt at tenetur eos in.,32992,https://dummyimage.com/640x480
163,163,163,Tongkol,Recusandae ratione aliquam numquam dolor accusantium ab consequuntur necessitatibus aliquid quibusdam omnis.,28351,https://picsum.photos/640/480
164,164,164,Sotong,Aut minima suscipit provident exercitationem nam sed commodi harum explicabo iusto nihil in sequi alias repellat nostrum magnam earum corporis.,20258,https://dummyimage.com/640x480
165,165,165,Kembung,Accusantium modi error quam repellendus molestiae provident.,18411,https://picsum.photos/640/480
166,166,166,Nila,Ratione inventore perferendis cupiditate dicta ratione animi optio sunt eaque incidunt.,29294,https://dummyimage.com/640x480
167,167,167,Patin,Ab perspiciatis aspernatur repellendus itaque cum corrupti nihil consequatur sint.,16139,https://dummyimage.com/640x480
168,168,168,Kepiting Bakau,Ratione voluptatem perspiciatis recusandae delectus quibusdam mollitia commodi in sed labore voluptates voluptates sequi provident.,17310,https://dummyimage.com/640x480
169,169,169,Lele,Excepturi culpa expedita possimus vitae maiores quam optio porro exercitationem vero odit recusandae perferendis.,16203,https://placekitten.com/640/480
170,170,170,Kakap Merah,Nostrum incidunt cupiditate iure sapiente eaque cupiditate expedita.,34023,https://dummyimage.com/640x480
171,171,171,Gurame,Cumque sequi nam ad aperiam hic aliquam iure.,30899,https://placekitten.com/640/480
172,172,172,Kerapu,Qui aliquam in aliquam porro tempora voluptas ex beatae nesciunt consectetur voluptates tempora accusamus temporibus cumque repellat ad reprehenderit iure.,34803,https://dummyimage.com/640x480
173,173,173,Nila,Qui laudantium mollitia accusamus sequi nihil corporis alias esse nostrum cum.,17472,https://placekitten.com/640/480
174,174,174,Kepiting Bakau,Nisi iste nihil ab commodi soluta unde blanditiis ex recusandae architecto.,22804,https://picsum.photos/640/480
175,175,175,Sarden,Quibusdam molestiae ex ducimus porro molestiae.,15156,https://picsum.photos/640/480
176,176,176,Bandeng,Nemo possimus nostrum ratione at aspernatur cumque molestias saepe quas sapiente sequi est.,22785,https://dummyimage.com/640x480
177,177,177,Patin,Ullam perspiciatis architecto aperiam neque praesentium quod neque veniam quasi aliquam quo.,22858,https://dummyimage.com/640x480
178,178,178,Lele,Impedit illo alias quos praesentium labore repudiandae nihil exercitationem tempora expedita architecto vel.,15879,https://dummyimage.com/640x480
179,179,179,Layang,Laudantium impedit dolorum quas velit cumque quis.,30959,https://placekitten.com/640/480
180,180,180,Bawal,Sed quibusdam eveniet rem culpa cum dolor sed fuga aut sit quis omnis ea autem totam.,21670,https://dummyimage.com/640x480
181,181,181,Kerapu,Dolores necessitatibus et corporis quia nesciunt quibusdam.,20511,https://dummyimage.com/640x480
182,182,182,Layang,Expedita voluptatem omnis quia repellendus quaerat vero maxime aspernatur magnam exercitationem.,18221,https://placekitten.com/640/480
183,183,183,Sotong,Doloremque aliquam voluptates necessitatibus dolorum repudiandae sint qui.,18683,https://placekitten.com/640/480
184,184,184,Tuna,Deserunt quas iste nobis ad aliquid quibusdam facere laboriosam.,22633,https://picsum.photos/640/480
185,185,185,Patin,Rem quaerat voluptas dolorem fugit quidem maxime animi iure labore nihil illo.,21763,https://placekitten.com/640/480
186,186,186,Tongkol,Illum voluptatem saepe reprehenderit explicabo voluptates.,25284,https://dummyimage.com/640x480
187,187,187,Nila,Alias quae enim quisquam libero odit debitis iusto magnam excepturi a nihil.,19726,https://dummyimage.com/640x480
188,188,188,Udang Vaname,A veritatis tempora in voluptate mollitia quaerat fugit ducimus molestiae.,25316,https://picsum.photos/640/480
189,189,189,Patin,Cumque tempore sit laudantium occaecati quidem officiis minus molestiae hic molestias.,19592,https://picsum.photos/640/480
190,190,190,Baronang,Doloremque voluptas laudantium nihil perferendis dolorem temporibus facere doloribus eaque non esse.,31479,https://placekitten.com/640/480
191,191,191,Kerapu,Assumenda veritatis neque ut ipsam doloribus ut repellendus tenetur voluptates eum rerum.,32555,https://picsum.photos/640/480
192,192,192,Layang,Laborum itaque similique ex nobis rerum labore odio nisi id possimus saepe aperiam unde corrupti.,15355,https://placekitten.com/640/480
193,193,193,Baronang,Eos facilis asperiores suscipit expedita dignissimos blanditiis reiciendis amet nobis culpa ex.,20090,https://dummyimage.com/640x480
194,194,194,Rajungan,Illo at nisi mollitia quia omnis similique quibusdam minima vero libero accusamus labore.,19534,https://placekitten.com/640/480
195,195,195,Kakap Putih,Deleniti esse voluptates officiis laudantium suscipit aliquid voluptate praesentium error laboriosam doloribus nesciunt.,24483,https://dummyimage.com/640x480
196,196,196,Cakalang,Libero sapiente beatae eligendi illo unde deserunt molestias.,34164,https://placekitten.com/640/480
197,197,197,Layang,Blanditiis sit reiciendis officia in dignissimos neque maxime perspiciatis mollitia porro perferendis maxime sapiente assumenda.,18806,https://picsum.photos/640/480
198,198,198,Tongkol,Soluta iure veritatis blanditiis possimus maxime quae voluptatum necessitatibus.,21488,https://picsum.photos/640/480
199,199,199,Layang,Repellat nesciunt provident perspiciatis porro.,18852,https://placekitten.com/640/480
200,200,200,Udang Windu,Porro ratione nobis asperiores id maxime velit itaque accusantium.,21311,https://placekitten.com/640/480
201,201,201,Gurame,Vitae a nostrum ab consequatur animi placeat quam dolorem cumque commodi.,17785,https://picsum.photos/640/480
202,202,202,Kakap Merah,Tempore a vitae perspiciatis reiciendis architecto magnam blanditiis numquam.,24027,https://picsum.photos/640/480
203,203,203,Baronang,Rerum quisquam mollitia ea accusamus laborum illum qui eaque doloremque dolores adipisci tenetur necessitatibus debitis unde laborum.,33700,https://dummyimage.com/640x480
204,204,204,Udang Windu,Deserunt quia consequuntur optio rem laborum laborum error magni saepe dicta earum cupiditate sapiente cupiditate eveniet quas.,29757,https://dummyimage.com/640x480
205,205,205,Tongkol,Praesentium sequi exercitationem accusamus reiciendis quo mollitia rem nemo mollitia molestias dolorem nobis in minus.,26451,https://placekitten.com/640/480
206,206,206,Teri,Excepturi consectetur sed veniam quae.,24253,https://placekitten.com/640/480
207,207,207,Baronang,Est impedit libero perferendis cupiditate impedit consequatur omnis.,26502,https://picsum.photos/640/480
208,208,208,Rajungan,Mollitia ratione amet ut tempora possimus expedita totam nulla dolor maiores.,33547,https://dummyimage.com/640x480
209,209,209,Makarel,Quae voluptates voluptatibus porro voluptates laborum sapiente.,15234,https://dummyimage.com/640x480
210,210,210,Kepiting Bakau,Sed aperiam provident assumenda quas aliquid quia fugiat deleniti tenetur.,21923,https://picsum.photos/640/480
211,211,211,Gurame,Molestias cupiditate laborum deleniti dicta quibusdam accusantium adipisci aliquam vero.,26417,https://placekitten.com/640/480
212,212,212,Makarel,Alias modi vel possimus iure officiis perferendis temporibus aliquam vel.,33689,https://picsum.photos/640/480
213,213,213,Lele,Maxime deserunt quaerat exercitationem nemo libero praesentium dolorum vel harum.,29954,https://dummyimage.com/640x480
214,214,214,Belanak,Est dignissimos voluptatem id odit harum fugit nesciunt ratione soluta at.,29988,https://dummyimage.com/640x480
215,215,215,Selar,Vitae nesciunt praesentium ullam soluta error rerum libero asperiores ad dolore nihil.,22038,https://picsum.photos/640/480
216,216,216,Kembung,Maiores commodi quas repellendus iusto quod.,16278,https://dummyimage.com/640x480
