id,weight
727,216
728,292
729,127
730,211
731,273
732,251
733,111
734,211
735,285
736,228
737,260
738,266
739,156
740,100
741,242
742,244
743,248
744,206
745,137
746,190
747,282
748,198
749,210
750,226
751,212
752,204
753,186
754,240
755,264
756,169
757,169
758,300
759,291
760,238
761,101
762,138
763,217
764,105
765,185
766,192
767,239
768,118
769,108
770,141
771,225
772,235
773,147
774,157
775,110
776,230
777,283
778,164
779,162
780,206
781,130
782,103
783,262
784,266
785,126
786,265
787,280
788,250
789,248
790,242
791,122
792,194
793,116
794,275
795,274
796,169
797,297
798,229
799,125
800,220
801,137
802,115
803,146
804,244
805,294
806,149
807,145
808,215
809,101
810,278
811,200
812,126
813,113
814,216
815,214
816,290
817,219
818,192
819,254
820,119
821,265
822,287
823,274
824,186
825,109
826,270
827,287
828,114
829,256
830,136
831,275
832,242
833,272
834,236
835,286
836,139
837,156
838,257
839,127
840,108
841,166
842,132
843,135
844,173
845,254
846,292
847,256
848,256
849,123
850,244
851,219
852,175
853,105
854,180
855,299
856,182
857,241
858,208
859,202
860,115
861,195
862,139
863,293
864,178
865,259
866,121
867,213
868,237
869,230
870,250
871,279
872,223
873,297
874,199
875,136
876,149
877,194
878,128
879,179
880,171
881,160
882,173
883,210
884,110
885,201
886,204
887,243
888,194
889,167
890,203
891,245
892,131
893,151
894,145
895,167
896,214
897,290
898,140
899,220
900,189
901,129
902,117
903,230
904,108
905,100
906,297
907,100
908,214
909,185
910,213
911,152
912,298
913,284
914,180
915,134
916,137
917,125
918,187
919,121
920,221
921,300
922,286
923,200
924,235
925,129
926,116
927,286
928,102
929,188
930,182
931,204
932,274
933,127
934,263
935,109
936,270
937,164
938,285
939,187
940,291
941,207
942,265
943,259
944,225
945,260
946,171
947,132
948,153
949,218
950,274
951,227
952,195
953,144
954,287
955,216
956,180
957,289
958,144
959,241
960,146
961,118
962,269
963,159
964,292
965,111
966,140
967,115
968,263
969,107
970,144
971,253
972,204
973,283
974,255
975,239
976,263
977,237
978,260
979,216
980,211
981,295
982,270
983,297
984,149
985,282
986,160
987,150
988,147
989,144
990,183
991,225
992,140
993,244
994,279
995,258
996,130
997,187
998,107
999,193
1000,272
1001,125
1002,182
1003,201
1004,126
1005,127
1006,296
1007,127
1008,226
1009,171
1010,180
1011,110
1012,205
1013,120
1014,161
1015,235
1016,299
1017,131
1018,239
1019,235
1020,119
1021,137
1022,204
1023,272
1024,221
1025,141
1026,166
1027,161
1028,110
1029,241
1030,115
1031,197
1032,295
1033,282
1034,175
1035,117
1036,256
1037,194
1038,114
1039,260
1040,136
1041,299
1042,283
1043,226
1044,127
1045,100
1046,120
1047,288
1048,113
1049,133
1050,104
1051,201
1052,203
1053,294
1054,139
1055,267
1056,272
1057,199
1058,191
1059,239
1060,230
1061,122
1062,140
1063,113
1064,120
1065,128
1066,240
1067,109
1068,242
1069,227
1070,209
1071,264
1072,108
1073,134
1074,150
1075,154
1076,222
1077,214
1078,103
1079,197
1080,295
1081,189
1082,262
1083,254
1084,142
1085,185
1086,271
1087,230
1088,102
1089,267
1090,187
1091,293
1092,214
1093,295
1094,136
1095,172
1096,231
1097,203
1098,100
1099,107
1100,202
1101,158
1102,148
1103,220
1104,207
1105,223
1106,272
1107,174
1108,157
1109,106
1110,179
1111,279
1112,212
1113,262
1114,244
1115,152
1116,235
1117,184
1118,124
1119,270
1120,297
1121,205
1122,247
1123,246
1124,211
1125,171
1126,276
1127,108
1128,200
1129,144
1130,263
1131,105
1132,212
1133,271
1134,245
1135,205
1136,112
1137,216
1138,175
1139,223
1140,131
1141,252
1142,133
1143,166
1144,113
1145,107
1146,240
1147,242
1148,210
1149,237
1150,103
1151,193
1152,236
1153,274
1154,277
1155,100
1156,113
1157,240
1158,172
1159,152
1160,123
1161,212
1162,149
1163,115
1164,192
1165,284
1166,292
1167,292
1168,271
1169,213
1170,227
1171,174
1172,132
1173,161
1174,122
1175,298
1176,299
1177,214
1178,151
1179,112
1180,253
1181,112
1182,284
1183,265
1184,103
1185,223
1186,225
1187,165
1188,273
1189,262
1190,205
1191,166
1192,295
1193,269
1194,110
1195,293
1196,263
1197,104
1198,124
1199,137
1200,255
1201,284
1202,295
1203,298
1204,299
1205,163
1206,132
1207,169
1208,249
1209,157
1210,212
1211,289
1212,119
1213,182
1214,132
1215,285
1216,158
1217,114
1218,109
1219,262
1220,199
1221,276
1222,102
1223,281
1224,184
1225,178
1226,268
1227,204
1228,220
1229,235
1230,299
1231,169
1232,128
1233,218
1234,270
1235,142
1236,218
1237,147
1238,152
1239,142
1240,121
1241,142
1242,192
1243,221
1244,177
1245,166
1246,158
1247,143
1248,182
1249,288
1250,142
1251,101
1252,143
1253,170
1254,235
1255,134
1256,107
1257,296
1258,103
1259,300
1260,195
1261,286
1262,176
1263,191
1264,164
1265,165
1266,283
1267,182
1268,225
1269,222
1270,118
1271,179
1272,143
1273,122
1274,159
1275,236
1276,267
1277,294
1278,296
1279,124
1280,258
1281,259
1282,261
1283,183
1284,106
1285,199
1286,252
1287,291
1288,183
1289,133
1290,157
1291,211
1292,128
1293,250
1294,236
1295,281
1296,295
1297,121
1298,219
1299,282
1300,207
1301,154
1302,229
1303,247
1304,290
1305,226
1306,113
1307,243
1308,275
1309,110
1310,182
1311,128
1312,130
1313,185
1314,193
1315,139
1316,299
1317,147
1318,200
1319,212
1320,249
1321,187
1322,267
1323,215
1324,187
1325,115
1326,101
1327,281
1328,233
1329,203
1330,272
1331,149
1332,163
1333,135
1334,162
1335,181
1336,145
1337,219
1338,201
1339,117
1340,189
1341,200
1342,258
1343,237
1344,176
1345,154
1346,202
1347,291
1348,164
1349,278
1350,275
1351,280
1352,269
1353,198
1354,185
1355,266
1356,229
1357,227
1358,257
1359,104
1360,300
1361,225
1362,130
1363,114
1364,174
1365,174
1366,181
1367,192
1368,172
1369,178
1370,202
1371,230
1372,292
1373,260
1374,165
1375,128
1376,152
1377,273
1378,217
1379,111
1380,205
1381,197
1382,180
1383,113
1384,199
1385,199
1386,142
1387,145
1388,145
1389,262
1390,284
1391,154
1392,188
1393,192
1394,182
1395,158
1396,156
1397,203
1398,223
1399,239
1400,136
1401,170
1402,300
1403,218
1404,106
1405,121
1406,194
1407,255
1408,264
1409,222
1410,124
1411,130
1412,239
1413,140
1414,131
1415,223
1416,210
1417,175
1418,267
1419,290
1420,155
1421,252
1422,282
1423,124
1424,122
1425,261
1426,283
1427,259
1428,175
1429,257
1430,277
1431,191
1432,154
1433,238
1434,297
1435,148
1436,186
1437,234
1438,196
1439,197
1440,108
1441,210
1442,183
1443,162
1444,219
1445,266
1446,267
1447,213
1448,122
1449,122
1450,226
1451,132
1452,183
1453,140
1454,166
1455,160
1456,295
1457,264
1458,144
1459,127
1460,172
1461,137
1462,300
1463,300
1464,251
1465,230
1466,138
1467,295
1468,182
1469,292
1470,257
1471,298
1472,292
1473,271
1474,125
1475,104
1476,262
1477,246
1478,198
1479,246
1480,245
1481,273
1482,138
1483,203
1484,186
1485,146
1486,270
1487,153
1488,268
1489,165
1490,184
1491,196
1492,126
1493,110
1494,267
1495,257
1496,163
1497,241
1498,151
1499,171
1500,197
1501,163
1502,281
1503,256
1504,246
1505,241
1506,165
1507,131
1508,190
1509,227
1510,191
1511,198
1512,181
1513,195
1514,159
1515,163
1516,191
1517,225
1518,106
1519,134
1520,263
1521,275
1522,188
1523,134
1524,261
1525,205
1526,250
1527,213
1528,104
1529,277
1530,248
1531,155
1532,102
1533,122
1534,216
1535,194
1536,279
1537,132
1538,264
1539,266
1540,144
1541,123
1542,220
1543,189
1544,260
1545,175
1546,260
1547,236
1548,269
1549,286
1550,164
1551,157
1552,222
1553,174
1554,197
1555,113
1556,237
1557,166
1558,132
1559,298
1560,136
1561,187
1562,203
1563,211
1564,111
1565,155
1566,238
1567,157
1568,251
1569,268
1570,158
1571,212
1572,125
1573,222
1574,168
1575,197
1576,299
1577,170
1578,179
1579,116
1580,277
1581,129
1582,257
1583,188
1584,102
1585,269
1586,244
1587,265
1588,278
1589,246
1590,201
1591,276
1592,244
1593,201
1594,140
1595,132
1596,115
1597,240
1598,204
1599,197
1600,287
1601,208
1602,210
1603,214
1604,157
1605,132
1606,165
1607,107
1608,248
1609,299
1610,264
1611,124
1612,245
1613,139
1614,230
1615,266
1616,107
1617,149
1618,155
1619,256
1620,208
1621,192
1622,240
1623,295
1624,268
1625,147
1626,165
1627,216
1628,174
1629,282
1630,158
1631,147
1632,119
1633,278
1634,279
1635,245
1636,172
1637,277
1638,264
1639,117
1640,117
1641,103
1642,275
1643,288
1644,287
1645,108
1646,284
1647,111
1648,100
1649,168
1650,121
1651,171
1652,266
1653,245
1654,227
1655,150
1656,190
1657,214
1658,171
1659,109
1660,116
1661,297
1662,276
1663,218
1664,217
1665,179
1666,168
1667,183
1668,239
1669,181
1670,298
1671,145
1672,275
1673,290
1674,237
1675,128
1676,227
1677,213
1678,116
1679,191
1680,192
1681,269
1682,297
1683,119
1684,117
1685,288
1686,278
1687,140
1688,282
1689,151
1690,266
1691,182
1692,231
1693,277
1694,288
1695,148
1696,217
1697,175
1698,194
1699,135
1700,264
1701,100
1702,241
1703,117
1704,267
1705,142
1706,158
1707,287
1708,168
1709,216
1710,118
1711,226
1712,277
1713,136
1714,182
1715,266
1716,118
1717,243
1718,271
1719,291
1720,239
1721,146
1722,100
1723,195
1724,242
1725,104
1726,161
1727,202
1728,278
1729,276
1730,299
1731,226
1732,114
1733,183
1734,196
1735,108
1736,184
1737,277
1738,135
1739,260
1740,122
1741,104
1742,290
1743,137
1744,299
1745,194
1746,230
1747,214
1748,132
1749,111
1750,262
1751,205
1752,252
1753,249
1754,216
1755,221
1756,208
1757,136
1758,168
1759,232
1760,214
1761,213
1762,159
1763,209
1764,175
1765,291
1766,215
1767,213
1768,135
1769,199
1770,265
1771,223
1772,174
1773,173
1774,207
1775,136
1776,253
1777,268
1778,267
1779,274
1780,208
1781,226
1782,138
1783,212
1784,161
1785,264
1786,220
1787,152
1788,244
1789,236
1790,213
1791,117
1792,258
1793,242
1794,135
1795,207
1796,246
1797,285
1798,116
1799,143
1800,248
1801,279
1802,263
1803,243
1804,195
1805,229
1806,250
1807,235
1808,169
1809,243
1810,219
1811,100
1812,297
1813,114
1814,169
1815,228
1816,107
1817,245
1818,247
1819,106
1820,203
1821,192
1822,179
1823,108
1824,213
1825,235
1826,192
1827,122
1828,169
1829,106
1830,198
1831,171
1832,123
1833,157
1834,108
1835,167
1836,300
1837,235
1838,167
1839,164
1840,205
1841,227
1842,128
1843,101
1844,129
1845,146
1846,279
1847,158
1848,129
1849,183
1850,282
1851,126
1852,297
1853,138
1854,153
1855,296
1856,263
1857,215
1858,159
1859,175
1860,231
1861,107
1862,134
1863,254
1864,230
1865,247
1866,280
1867,184
1868,287
1869,274
1870,199
1871,129
1872,291
1873,211
1874,174
1875,191
1876,249
1877,233
1878,280
1879,243
1880,278
1881,281
1882,105
1883,165
1884,164
1885,131
1886,122
1887,195
1888,141
1889,283
1890,260
1891,124
1892,258
1893,136
1894,283
1895,132
1896,237
1897,133
1898,201
1899,282
1900,139
1901,270
1902,129
1903,174
1904,134
1905,160
1906,154
1907,260
1908,261
1909,230
1910,259
1911,259
1912,110
1913,140
1914,176
1915,278
1916,274
1917,283
1918,269
1919,278
1920,165
1921,291
1922,159
1923,112
1924,198
1925,218
1926,138
1927,288
1928,108
1929,197
1930,271
1931,119
1932,104
1933,115
1934,263
1935,205
1936,297
1937,240
1938,243
1939,132
1940,154
1941,110
1942,117
1943,214
1944,138
1945,226
1946,198
1947,280
1948,183
1949,197
1950,220
1951,250
1952,132
1953,259
1954,143
1955,278
1956,127
1957,158
1958,125
1959,284
1960,119
1961,252
1962,137
1963,116
1964,106
1965,103
1966,260
1967,272
1968,155
1969,125
1970,159
1971,163
1972,216
1973,215
1974,177
1975,140
1976,138
1977,216
1978,247
1979,271
1980,184
1981,209
1982,300
1983,149
1984,178
1985,193
1986,267
1987,190
1988,255
1989,248
1990,204
1991,252
1992,111
1993,234
1994,161
1995,154
1996,209
1997,262
1998,240
1999,292
2000,257
2001,216
2002,176
2003,300
2004,147
2005,288
2006,144
2007,173
2008,200
2009,181
2010,200
2011,268
2012,234
2013,188
2014,277
2015,177
2016,210
2017,286
2018,134
2019,290
2020,191
2021,154
2022,160
2023,108
2024,101
2025,283
2026,136
2027,184
2028,194
2029,189
2030,282
2031,258
2032,235
2033,266
2034,252
2035,258
2036,138
2037,263
2038,121
2039,255
2040,139
2041,270
2042,111
2043,298
2044,123
2045,219
2046,210
2047,258
2048,159
2049,128
2050,190
2051,132
2052,227
2053,101
2054,186
2055,229
2056,227
2057,189
2058,108
2059,223
2060,134
2061,267
2062,291
2063,105
2064,232
2065,139
2066,199
2067,157
2068,118
2069,235
2070,217
2071,216
2072,193
2073,115
2074,298
2075,295
2076,164
2077,242
2078,221
2079,119
2080,109
2081,277
2082,264
2083,199
2084,223
2085,165
2086,255
2087,127
2088,227
2089,221
2090,220
2091,219
2092,239
2093,184
2094,109
2095,142
2096,213
2097,156
2098,120
2099,252
2100,266
2101,134
2102,127
2103,284
2104,196
2105,206
2106,140
2107,130
2108,106
2109,169
2110,212
2111,161
2112,250
2113,281
2114,299
2115,102
2116,278
2117,213
2118,256
2119,119
2120,155
2121,209
2122,219
2123,222
2124,290
2125,161
2126,286
2127,132
2128,279
2129,184
2130,254
2131,220
2132,213
2133,163
2134,132
2135,270
2136,294
2137,239
2138,200
2139,105
2140,155
2141,130
2142,282
2143,192
2144,155
2145,149
2146,155
2147,168
2148,262
2149,187
2150,205
2151,225
2152,281
2153,192
2154,216
2155,219
2156,184
2157,271
2158,124
2159,143
2160,285
2161,258
2162,102
2163,126
2164,197
2165,213
2166,239
2167,167
2168,110
2169,288
2170,297
2171,178
2172,166
2173,111
2174,265
2175,227
2176,249
2177,257
2178,281
2179,236
2180,104
2181,298
2182,134
2183,167
2184,117
2185,141
2186,274
2187,118
2188,143
2189,299
2190,285
2191,121
2192,103
2193,246
2194,159
2195,249
2196,193
2197,205
2198,259
2199,188
2200,277
2201,262
2202,112
2203,278
2204,145
2205,107
2206,248
2207,260
2208,195
2209,205
2210,196
2211,133
2212,122
2213,150
2214,295
2215,268
2216,241
2217,124
2218,219
2219,250
2220,165
2221,150
2222,217
2223,247
2224,300
2225,139
2226,150
2227,144
2228,202
2229,131
2230,176
2231,278
2232,119
2233,104
2234,266
2235,151
2236,176
2237,239
2238,286
2239,207
2240,163
2241,192
2242,250
2243,231
2244,109
2245,106
2246,155
2247,209
2248,177
2249,134
2250,132
2251,189
2252,275
2253,106
2254,148
2255,161
2256,282
2257,164
2258,101
2259,251
2260,188
2261,181
2262,256
2263,232
2264,256
2265,165
2266,204
2267,266
2268,184
2269,134
2270,141
2271,172
2272,177
2273,203
2274,254
2275,250
2276,176
2277,146
2278,259
2279,254
2280,181
2281,152
2282,217
2283,201
2284,254
2285,274
2286,229
2287,191
2288,161
2289,218
2290,227
2291,112
2292,295
2293,187
2294,232
2295,214
2296,150
2297,283
2298,146
2299,191
2300,230
2301,188
2302,213
2303,197
2304,170
2305,127
2306,292
2307,165
2308,135
2309,161
2310,245
2311,193
2312,248
2313,148
2314,193
2315,130
2316,143
2317,231
2318,258
2319,154
2320,191
2321,203
2322,121
2323,229
2324,252
2325,270
2326,240
2327,219
2328,110
2329,143
2330,184
2331,246
2332,257
2333,250
2334,247
2335,234
2336,225
2337,113
2338,227
2339,108
2340,262
2341,197
2342,290
2343,256
2344,243
2345,293
2346,258
2347,120
2348,231
2349,241
2350,253
2351,202
2352,269
2353,203
2354,271
2355,105
2356,226
2357,257
2358,209
2359,210
2360,293
2361,288
2362,154
2363,140
2364,154
2365,121
2366,107
2367,103
2368,277
2369,159
2370,210
2371,201
2372,277
2373,247
2374,234
2375,140
2376,268
2377,139
2378,294
2379,125
2380,179
2381,191
2382,147
2383,129
2384,256
2385,176
2386,175
2387,144
2388,180
2389,243
2390,175
2391,161
2392,205
2393,223
2394,129
2395,159
2396,276
2397,267
2398,178
2399,181
2400,239
2401,273
2402,175
2403,136
2404,107
2405,152
2406,217
2407,197
2408,150
2409,130
2410,187
2411,248
2412,296
2413,182
2414,220
2415,259
2416,130
2417,157
2418,112
2419,226
2420,237
2421,186
2422,236
2423,195
2424,180
2425,153
2426,264
2427,202
2428,268
2429,260
2430,270
2431,115
2432,251
2433,230
2434,225
2435,127
2436,168
2437,171
2438,207
2439,279
2440,202
2441,208
2442,263
2443,198
2444,151
2445,157
2446,221
2447,164
2448,259
2449,282
2450,132
2451,137
2452,149
2453,292
2454,114
2455,225
2456,195
2457,207
2458,277
2459,190
2460,230
2461,191
2462,110
2463,244
2464,123
2465,158
2466,103
2467,249
2468,145
2469,167
2470,159
2471,260
2472,273
2473,238
2474,186
2475,196
2476,162
2477,179
2478,176
2479,123
2480,268
2481,100
2482,189
2483,268
2484,227
2485,221
2486,101
2487,284
2488,100
2489,163
2490,206
2491,139
2492,185
2493,140
2494,182
2495,120
2496,232
2497,138
2498,123
2499,244
2500,236
2501,245
2502,142
2503,168
2504,170
2505,136
2506,225
2507,261
2508,259
2509,150
2510,171
2511,200
2512,169
2513,281
2514,226
2515,213
2516,214
2517,240
2518,221
2519,131
2520,135
2521,285
2522,133
2523,254
2524,240
2525,144
2526,251
2527,255
2528,148
2529,114
2530,161
2531,279
2532,251
2533,288
2534,213
2535,252
2536,250
2537,118
2538,165
2539,249
2540,166
2541,279
2542,107
2543,287
2544,104
2545,182
2546,112
2547,268
2548,166
2549,208
2550,199
2551,280
2552,195
2553,111
2554,287
2555,237
2556,193
2557,127
2558,194
2559,296
2560,168
2561,122
2562,272
2563,152
2564,186
2565,209
2566,293
2567,185
2568,219
2569,185
2570,266
2571,269
2572,200
2573,174
2574,189
2575,196
2576,231
2577,236
2578,276
2579,120
2580,102
2581,156
2582,285
2583,134
2584,204
2585,249
2586,247
2587,169
2588,147
2589,244
2590,294
2591,175
2592,240
2593,185
2594,177
2595,143
2596,122
2597,298
2598,140
2599,111
2600,266
2601,200
2602,227
2603,144
2604,294
2605,103
2606,133
2607,170
2608,164
2609,195
2610,267
2611,256
2612,151
2613,247
2614,278
2615,260
2616,102
2617,185
2618,276
2619,287
2620,151
2621,229
2622,147
2623,297
2624,298
2625,296
2626,194
2627,136
2628,187
2629,180
2630,103
2631,196
2632,254
2633,148
2634,124
2635,262
2636,113
2637,207
2638,285
2639,295
2640,218
2641,173
2642,138
2643,191
2644,204
2645,165
2646,288
2647,130
2648,233
2649,172
2650,101
2651,165
2652,275
2653,178
2654,166
2655,211
2656,185
2657,287
2658,232
2659,214
2660,300
2661,257
2662,266
2663,110
2664,173
2665,234
2666,246
2667,174
2668,126
2669,103
2670,122
2671,109
2672,192
2673,120
2674,161
2675,211
2676,284
2677,228
2678,267
2679,123
2680,153
2681,118
2682,269
2683,160
2684,262
2685,289
2686,215
2687,272
2688,277
2689,272
2690,225
2691,276
2692,182
2693,176
2694,167
2695,166
2696,227
2697,122
2698,282
2699,100
2700,103
2701,295
2702,235
2703,162
2704,117
2705,242
2706,300
2707,116
2708,148
2709,139
2710,294
2711,271
2712,125
2713,223
2714,274
2715,245
2716,229
2717,190
2718,141
2719,129
2720,219
2721,210
2722,256
2723,228
2724,109
2725,231
2726,285
2727,298
2728,110
2729,183
2730,131
2731,121
2732,192
2733,109
2734,208
2735,119
2736,119
2737,106
2738,222
2739,209
2740,211
2741,184
2742,264
2743,248
2744,265
2745,219
2746,219
2747,187
2748,117
2749,154
2750,214
2751,193
2752,137
2753,280
2754,127
2755,229
2756,233
2757,214
2758,221
2759,161
2760,198
2761,273
2762,161
2763,271
2764,241
2765,287
2766,202
2767,268
2768,234
2769,128
2770,222
2771,292
2772,102
2773,106
2774,227
2775,162
2776,298
2777,179
2778,150
2779,291
2780,189
2781,244
2782,204
2783,179
2784,263
2785,274
2786,166
2787,164
2788,227
2789,231
2790,142
2791,229
2792,284
2793,240
2794,159
2795,191
2796,174
2797,184
2798,183
2799,207
2800,275
2801,252
2802,188
2803,279
2804,215
2805,136
2806,190
2807,154
2808,274
2809,125
2810,177
2811,207
2812,257
2813,205
2814,284
2815,201
2816,296
2817,196
2818,185
2819,215
2820,280
2821,276
2822,117
2823,300
2824,165
2825,284
2826,182
2827,196
2828,177
2829,238
2830,189
2831,205
2832,131
2833,100
2834,297
2835,256
2836,151
2837,213
2838,219
2839,181
2840,264
2841,274
2842,214
2843,300
2844,170
2845,288
2846,204
2847,190
2848,195
2849,102
2850,264
2851,234
2852,207
2853,107
2854,110
2855,186
2856,285
2857,244
2858,255
2859,260
2860,265
2861,272
2862,202
2863,211
2864,265
2865,245
2866,195
2867,120
2868,110
2869,148
2870,167
2871,278
2872,196
2873,112
2874,117
2875,135
2876,232
2877,287
2878,195
2879,257
2880,199
2881,172
2882,206
2883,143
2884,181
2885,165
2886,300
2887,294
2888,179
2889,119
2890,281
2891,206
2892,140
2893,146
2894,199
2895,201
2896,127
2897,219
2898,145
2899,240
2900,251
2901,139
2902,233
2903,300
2904,266
2905,232
2906,231
2907,173
2908,291
2909,263
2910,262
2911,276
2912,212
2913,128
2914,291
2915,174
2916,261
2917,170
2918,118
2919,134
2920,276
2921,244
2922,204
2923,108
2924,100
2925,102
2926,180
2927,273
2928,152
2929,219
2930,270
2931,299
2932,297
2933,250
2934,128
2935,241
2936,209
2937,287
2938,137
2939,238
2940,253
2941,128
2942,155
2943,221
2944,234
2945,244
2946,189
2947,216
2948,250
2949,297
2950,208
2951,123
2952,174
2953,115
2954,251
2955,281
2956,200
2957,179
2958,191
2959,152
2960,297
2961,248
2962,175
2963,264
2964,202
2965,273
2966,238
2967,271
2968,253
2969,120
2970,203
2971,204
2972,178
2973,149
2974,223
2975,193
2976,151
2977,154
2978,194
2979,187
2980,252
2981,183
2982,138
2983,254
2984,287
2985,110
2986,203
2987,137
2988,116
2989,168
2990,202
2991,206
2992,299
2993,135
2994,235
2995,299
2996,162
2997,122
