id,id_seller,id_weight,name,description,price,photo_url
32,32,32,Kembung,Minima veritatis neque fugiat ea aspernatur.,19118,https://dummyimage.com/640x480
33,33,33,Kembung,Amet dignissimos quaerat ducimus dolorem soluta minus praesentium fuga aut accusamus laborum.,33726,https://placekitten.com/640/480
34,34,34,Cumi-cumi,Soluta dolorum iusto assumenda impedit saepe tempore iste aliquam asperiores quas esse praesentium.,16918,https://placekitten.com/640/480
35,35,35,Nila,Quisquam atque voluptatibus ipsum at repellendus accusantium itaque doloribus dolorem qui magnam commodi voluptatem dolorem eveniet quod dolorem facilis.,18418,https://dummyimage.com/640x480
36,36,36,Udang Windu,Laborum repellendus soluta dignissimos voluptates explicabo cupiditate ex.,26499,https://picsum.photos/640/480
37,37,37,Belanak,Ipsa dolore nam ducimus occaecati voluptatibus perferendis sequi.,21632,https://picsum.photos/640/480
38,38,38,Sarden,Eos omnis iusto cupiditate doloribus accusantium quam dolor ullam vel impedit.,18662,https://dummyimage.com/640x480
39,39,39,Kerapu,Aliquam dolorem quod occaecati illum veniam eveniet nesciunt aliquid iure in natus.,18387,https://placekitten.com/640/480
40,40,40,Layang,Sapiente asperiores inventore eum nemo ipsam voluptas autem consequatur tempore aliquam distinctio et sapiente.,24126,https://picsum.photos/640/480
41,41,41,Sotong,Similique cupiditate nulla sapiente laborum ex atque pariatur aperiam assumenda quibusdam ipsa dicta pariatur autem praesentium.,29573,https://picsum.photos/640/480
42,42,42,Kakap Putih,Perspiciatis labore blanditiis vitae neque.,23945,https://placekitten.com/640/480
43,43,43,Tongkol,Quae exercitationem fugit porro temporibus suscipit impedit labore ipsa quas vero.,16270,https://dummyimage.com/640x480
44,44,44,Selar,Blanditiis delectus excepturi dolores molestiae atque quis autem voluptates nostrum.,20168,https://picsum.photos/640/480
45,45,45,Layang,Dolore harum inventore quae quae fuga atque dolorem quia.,20800,https://placekitten.com/640/480
46,46,46,Udang Vaname,Omnis molestiae non odio animi quibusdam nisi accusamus ullam nostrum fugiat pariatur deserunt iste aperiam voluptas.,15173,https://dummyimage.com/640x480
47,47,47,Bandeng,Quasi porro debitis dignissimos facilis explicabo doloribus distinctio recusandae veritatis eius nobis dolore dolorem illum.,16341,https://picsum.photos/640/480
48,48,48,Cumi-cumi,Laborum nesciunt laboriosam laudantium consequuntur explicabo voluptate molestias sit.,24588,https://placekitten.com/640/480
49,49,49,Kembung,Ad corporis illo minus nisi esse corporis.,19001,https://picsum.photos/640/480
50,50,50,Kembung,Voluptate facere deserunt vitae id culpa beatae sapiente earum ut cum mollitia maxime quibusdam cum eaque.,27110,https://picsum.photos/640/480
