id,id_seller,id_weight,name,description,price,photo_url
30,30,30,Layang,Aperiam eaque nobis pariatur soluta adipisci at veritatis corrupti tempora vel debitis id.,28186,https://picsum.photos/640/480
31,31,31,Rajungan,Sunt ad provident ratione perferendis ut quo omnis sunt dolorum.,15718,https://dummyimage.com/640x480
32,32,32,Sarden,Necessitatibus eaque aliquam voluptatem earum nulla mollitia ratione molestias earum neque quisquam quos voluptate voluptas eligendi debitis.,34352,https://dummyimage.com/640x480
33,33,33,Kerapu,Iure at a inventore quae similique quas tenetur nisi omnis laboriosam ea deserunt assumenda soluta dolor quod.,32633,https://placekitten.com/640/480
34,34,34,Udang Windu,Laboriosam earum illo id fuga praesentium delectus natus quia eveniet libero necessitatibus sequi iste error.,26457,https://dummyimage.com/640x480
35,35,35,Teri,Iure unde quidem a consequatur eius ad pariatur nobis sapiente atque possimus quaerat explicabo a.,34396,https://placekitten.com/640/480
36,36,36,Nila,Culpa eum a nemo modi earum ducimus vel eos quod blanditiis commodi nobis ratione non accusantium.,17055,https://dummyimage.com/640x480
37,37,37,Kakap Putih,Sapiente a quisquam velit in cumque beatae nesciunt nihil suscipit ipsa repellat suscipit vero.,23849,https://dummyimage.com/640x480
38,38,38,Layang,Dignissimos voluptate dolores exercitationem sunt maiores dolor vitae accusantium saepe maxime at eaque sapiente quos maiores id.,20651,https://placekitten.com/640/480
39,39,39,Udang Vaname,Quibusdam voluptates corporis non explicabo aut veniam voluptas cum accusamus impedit.,33299,https://placekitten.com/640/480
40,40,40,Nila,Sit repudiandae assumenda laborum tempore sit nihil deserunt.,30205,https://placekitten.com/640/480
41,41,41,Kakap Putih,Rerum dolor blanditiis quis illo ipsa exercitationem minima voluptatibus aliquam velit sapiente vitae.,25271,https://dummyimage.com/640x480
42,42,42,Kakap Putih,Explicabo quisquam adipisci voluptas explicabo quam magni excepturi voluptatibus debitis.,27598,https://picsum.photos/640/480
43,43,43,Lele,Quo earum exercitationem voluptate a quas excepturi error provident.,22710,https://picsum.photos/640/480
44,44,44,Layang,Nemo omnis commodi quasi libero.,15383,https://placekitten.com/640/480
45,45,45,Makarel,Blanditiis facere exercitationem cupiditate et ea quam deleniti omnis mollitia nisi impedit tenetur nisi.,20335,https://picsum.photos/640/480
46,46,46,Rajungan,Sed tempore sed eum modi ipsum hic voluptatum quae amet magnam velit.,24254,https://placekitten.com/640/480
47,47,47,Udang Vaname,Inventore voluptatem delectus laborum magnam placeat doloremque iste culpa magnam cupiditate veritatis.,15540,https://dummyimage.com/640x480
48,48,48,Baronang,Pariatur quaerat itaque molestiae hic nisi et alias facere.,25919,https://picsum.photos/640/480
49,49,49,Tuna,Fugiat error quisquam maiores inventore.,22776,https://picsum.photos/640/480
50,50,50,Salmon,Delectus aliquid molestias temporibus praesentium suscipit dolore tempore omnis explicabo occaecati quia.,32166,https://placekitten.com/640/480
51,51,51,Baronang,Eligendi incidunt culpa dignissimos ipsa modi reiciendis quaerat quam nulla aut tempora dolorem exercitationem rerum animi reiciendis.,23155,https://picsum.photos/640/480
52,52,52,Tongkol,Provident autem occaecati veniam quos suscipit hic corporis illum consectetur dolores quos neque at sapiente odio.,33461,https://placekitten.com/640/480
53,53,53,Bandeng,Sunt quos optio laborum incidunt asperiores quaerat unde laboriosam aut quas.,16037,https://dummyimage.com/640x480
54,54,54,Sarden,Excepturi voluptates quam in non aliquid.,19610,https://placekitten.com/640/480
55,55,55,Udang Vaname,Doloremque quidem nobis laudantium quod.,30136,https://placekitten.com/640/480
56,56,56,Lele,Quo aperiam recusandae ea qui dolorem occaecati quae veniam eum cupiditate doloribus velit pariatur vitae tempore in.,29749,https://picsum.photos/640/480
57,57,57,Baronang,A explicabo aliquid earum dolor quod totam magnam.,22776,https://picsum.photos/640/480
58,58,58,Udang Windu,Animi eveniet veritatis distinctio nihil tempore voluptas iure tenetur voluptatum.,19673,https://placekitten.com/640/480
59,59,59,Tongkol,Distinctio enim sit minus soluta quidem sapiente necessitatibus voluptate earum.,29065,https://dummyimage.com/640x480
60,60,60,Gurame,Atque ut officia reprehenderit inventore soluta eum magnam reprehenderit.,19278,https://dummyimage.com/640x480
61,61,61,Makarel,Natus provident voluptate necessitatibus porro molestiae totam.,25237,https://dummyimage.com/640x480
62,62,62,Udang Vaname,Quisquam alias quo eum perferendis ipsa labore accusamus sequi magni voluptatem expedita corporis reiciendis assumenda earum occaecati.,21176,https://picsum.photos/640/480
63,63,63,Sarden,Laudantium tempore nihil rem et voluptas reiciendis qui.,24090,https://placekitten.com/640/480
64,64,64,Sarden,Nobis minima temporibus velit est rerum.,19542,https://placekitten.com/640/480
65,65,65,Bandeng,Ex facere soluta est maxime tempora fugit suscipit maiores provident.,18570,https://placekitten.com/640/480
66,66,66,Makarel,Eum exercitationem harum eveniet totam earum unde omnis provident.,27566,https://picsum.photos/640/480
67,67,67,Kerapu,Dolore veritatis asperiores enim facere doloribus nobis.,33294,https://placekitten.com/640/480
68,68,68,Kakap Merah,Ratione a sed fuga facere deserunt cum expedita distinctio dolorum repellendus accusantium.,30963,https://picsum.photos/640/480
69,69,69,Lele,Incidunt cupiditate cum recusandae aut veniam quisquam aperiam occaecati aliquid in dicta rerum.,31915,https://dummyimage.com/640x480
70,70,70,Salmon,Corrupti esse magnam odit libero eaque labore id animi officia veniam.,26069,https://picsum.photos/640/480
71,71,71,Baronang,Omnis provident ea delectus non fugit molestiae at ab adipisci molestiae.,21709,https://dummyimage.com/640x480
72,72,72,Baronang,Fugiat vitae aliquid dolorem voluptatem fugit iure quidem tenetur ipsum.,29146,https://picsum.photos/640/480
73,73,73,Selar,Dolor nesciunt beatae repellat quia vitae ipsum sequi deserunt.,24611,https://picsum.photos/640/480
74,74,74,Kembung,Est sint est earum cumque fuga ea mollitia autem expedita quae reprehenderit.,28610,https://picsum.photos/640/480
75,75,75,Kembung,Doloribus maiores odio esse suscipit nam corporis eligendi dolorum sit nulla.,15347,https://dummyimage.com/640x480
76,76,76,Rajungan,Neque officia adipisci dicta eveniet dignissimos quos id ad repudiandae soluta.,18791,https://placekitten.com/640/480
77,77,77,Lele,Dolorum iure ut neque quidem impedit sunt distinctio labore dolorum in ipsam provident voluptatem dolorum.,21191,https://picsum.photos/640/480
78,78,78,Bandeng,Commodi sit assumenda possimus minus quaerat cupiditate culpa fugit quasi.,22012,https://picsum.photos/640/480
79,79,79,Rajungan,Asperiores quidem iure commodi quibusdam deserunt incidunt odio autem.,28573,https://dummyimage.com/640x480
80,80,80,Tuna,Inventore natus architecto quae corporis omnis sapiente ipsum.,29357,https://dummyimage.com/640x480
81,81,81,Layang,Corporis dolore accusantium excepturi temporibus in facere laboriosam nulla eius deserunt quia aliquam porro perspiciatis dolorem laboriosam repellendus.,16514,https://picsum.photos/640/480
82,82,82,Sarden,Asperiores accusantium necessitatibus quibusdam magnam quisquam odio alias fugit.,26006,https://dummyimage.com/640x480
83,83,83,Belanak,Eius tempore itaque aliquid ipsum nihil dolor fuga assumenda nobis.,22233,https://dummyimage.com/640x480
84,84,84,Layang,Officia fugiat dicta fugiat unde facilis voluptas consectetur earum distinctio.,26489,https://picsum.photos/640/480
85,85,85,Baronang,Quia aliquam fuga veniam blanditiis repellat dolorum amet provident.,19010,https://picsum.photos/640/480
86,86,86,Teri,Provident ut excepturi laboriosam ipsa ducimus ullam repudiandae.,33196,https://placekitten.com/640/480
87,87,87,Kembung,Vitae cupiditate vel in quam dignissimos non repellendus.,19674,https://picsum.photos/640/480
88,88,88,Nila,Placeat repudiandae vero quam voluptate corporis veritatis itaque iste molestiae aliquam neque quo.,25956,https://picsum.photos/640/480
89,89,89,Salmon,Nesciunt quaerat aspernatur esse eos eligendi quis voluptatibus.,30893,https://picsum.photos/640/480
90,90,90,Sarden,Nihil nobis debitis quidem soluta at omnis reiciendis sapiente maiores culpa doloremque tempore in.,26411,https://dummyimage.com/640x480
91,91,91,Sarden,Dolores soluta nobis at aspernatur iusto porro dolor enim dolores sit sapiente ratione veniam vel.,22611,https://dummyimage.com/640x480
92,92,92,Selar,Porro delectus qui distinctio dolor deleniti tempore optio ratione a dolores temporibus quis accusamus ipsa harum eum.,28769,https://dummyimage.com/640x480
93,93,93,Baronang,Eaque asperiores molestias veniam doloribus quibusdam sit officiis quo illum consequatur.,21283,https://dummyimage.com/640x480
94,94,94,Udang Vaname,Ipsam possimus laboriosam voluptatibus consequatur repellat velit eaque et atque provident laborum fuga incidunt quisquam porro provident quae.,33338,https://picsum.photos/640/480
95,95,95,Layang,Eaque doloremque odio fugit perspiciatis voluptates repudiandae quae et officiis quidem velit libero dolores id modi esse consectetur.,24601,https://placekitten.com/640/480
96,96,96,Lele,Dolores cum voluptate ipsa pariatur praesentium voluptatibus sunt dolorem temporibus quo aut id quis laborum nemo.,29556,https://picsum.photos/640/480
97,97,97,Kakap Putih,Tempora harum soluta est enim corporis asperiores assumenda repellendus necessitatibus omnis.,25883,https://picsum.photos/640/480
98,98,98,Cumi-cumi,Illum illo quae distinctio laudantium ducimus cum ad aperiam expedita repellat iste quas.,24501,https://placekitten.com/640/480
99,99,99,Teri,Amet reiciendis magnam adipisci quaerat voluptatem illum eos nisi iste nesciunt animi.,34602,https://dummyimage.com/640x480
100,100,100,Layang,Alias totam voluptas nostrum exercitationem voluptas.,29033,https://picsum.photos/640/480
101,101,101,Kembung,Provident natus voluptate neque at eius.,34241,https://picsum.photos/640/480
102,102,102,Cumi-cumi,Molestias facilis ipsa porro quod labore neque vero quisquam modi repellat optio inventore sit nesciunt voluptatum quia.,27059,https://placekitten.com/640/480
103,103,103,Tongkol,Commodi nemo doloribus in quidem totam doloremque quod eum autem molestiae animi natus.,28859,https://placekitten.com/640/480
104,104,104,Sotong,In nemo repellendus temporibus nulla voluptatum exercitationem corrupti quisquam praesentium dolore.,20593,https://picsum.photos/640/480
105,105,105,Salmon,Magni dolor enim quas voluptatem excepturi veniam.,25101,https://dummyimage.com/640x480
106,106,106,Belanak,Explicabo ipsa facilis labore exercitationem eius accusantium in voluptate.,22234,https://dummyimage.com/640x480
107,107,107,Tuna,Unde autem inventore reprehenderit facere porro suscipit ad voluptatibus commodi labore est.,34926,https://dummyimage.com/640x480
108,108,108,Lele,Minus pariatur accusamus molestias quasi delectus illo asperiores animi eligendi possimus pariatur minima suscipit.,32946,https://dummyimage.com/640x480
109,109,109,Cumi-cumi,Repellendus aspernatur quisquam iure natus voluptatem iusto ea iure provident.,26015,https://dummyimage.com/640x480
110,110,110,Teri,Itaque iste ab dolorem facilis odio molestiae neque.,20994,https://placekitten.com/640/480
111,111,111,Patin,Temporibus dolorum repellat magni ipsa similique provident harum architecto nobis.,29445,https://dummyimage.com/640x480
112,112,112,Belanak,Odit quis quae ut a possimus dicta voluptatem a autem quidem fugit et eveniet laudantium commodi.,20429,https://picsum.photos/640/480
113,113,113,Nila,Earum velit rem autem aliquam debitis sit impedit.,15486,https://dummyimage.com/640x480
114,114,114,Teri,Ipsam enim possimus ex eaque consequatur praesentium esse itaque explicabo animi nobis adipisci.,34328,https://dummyimage.com/640x480
115,115,115,Sotong,Quod velit nostrum provident illo eaque ullam officiis sequi eveniet culpa cum pariatur officiis deleniti enim hic voluptatem repellat.,26273,https://dummyimage.com/640x480
116,116,116,Kakap Merah,Repellendus at vero quaerat consequatur debitis eum veritatis hic fugit.,31289,https://placekitten.com/640/480
117,117,117,Sarden,Suscipit debitis quam odit neque nostrum perferendis excepturi impedit in.,33934,https://dummyimage.com/640x480
118,118,118,Cumi-cumi,Earum animi esse ducimus amet libero perferendis necessitatibus.,32985,https://placekitten.com/640/480
119,119,119,Teri,Assumenda sint hic reiciendis iusto ea et dolorem deleniti molestias dolores tenetur.,21578,https://picsum.photos/640/480
120,120,120,Tuna,Doloribus sequi dicta totam nihil voluptates laboriosam illum commodi qui.,19448,https://picsum.photos/640/480
121,121,121,Patin,Deleniti nobis earum sit deserunt quis qui labore at quibusdam quo necessitatibus doloribus.,16309,https://dummyimage.com/640x480
122,122,122,Kepiting Bakau,Deleniti hic unde laboriosam in iste iusto soluta quam velit quo reiciendis aspernatur quisquam impedit.,31701,https://placekitten.com/640/480
123,123,123,Selar,Facilis dolor velit sapiente laboriosam in sed praesentium itaque.,28622,https://picsum.photos/640/480
124,124,124,Sotong,Officia eligendi aliquam quia repellat quis.,30349,https://dummyimage.com/640x480
125,125,125,Baronang,Doloribus enim tenetur ducimus animi alias excepturi sed est.,22260,https://dummyimage.com/640x480
126,126,126,Kakap Putih,Tempore earum ut repellat nihil rerum doloribus voluptate recusandae provident nesciunt quae sapiente quaerat consectetur cupiditate.,32842,https://placekitten.com/640/480
127,127,127,Tongkol,Placeat reiciendis ad enim illum reprehenderit.,34992,https://picsum.photos/640/480
128,128,128,Udang Windu,Cumque sed facere tenetur eligendi aliquam cumque error debitis debitis nobis quam commodi dolores reprehenderit minus quaerat iusto.,34610,https://placekitten.com/640/480
129,129,129,Cakalang,Omnis rerum veniam beatae quae voluptate saepe tempora ipsum.,22543,https://picsum.photos/640/480
130,130,130,Selar,Quasi nisi cupiditate aut quasi perspiciatis aspernatur dolorum ipsam animi fuga sapiente corporis sequi odit ut nemo tempora.,33739,https://placekitten.com/640/480
131,131,131,Kerapu,Consectetur quis distinctio nobis labore doloribus nostrum.,22986,https://placekitten.com/640/480
132,132,132,Teri,Cupiditate maxime non molestias numquam nostrum libero asperiores laborum iusto quia voluptatem eos delectus cumque cupiditate assumenda dolores.,31152,https://picsum.photos/640/480
133,133,133,Udang Windu,Cum quia laudantium consectetur quas animi at.,22345,https://dummyimage.com/640x480
134,134,134,Nila,Facere sit repellendus voluptate soluta.,15179,https://placekitten.com/640/480
135,135,135,Teri,Dolore veniam nobis itaque consectetur alias similique alias unde perferendis.,25750,https://picsum.photos/640/480
136,136,136,Rajungan,Quia commodi suscipit quasi nisi porro molestiae beatae esse.,27786,https://dummyimage.com/640x480
137,137,137,Tuna,Quaerat ratione sunt natus inventore ipsam.,26933,https://picsum.photos/640/480
138,138,138,Rajungan,Repudiandae nulla ea consequuntur dolorem nostrum dolorem aliquid.,34672,https://placekitten.com/640/480
139,139,139,Udang Vaname,Adipisci odit deserunt perspiciatis dolorum.,32960,https://picsum.photos/640/480
140,140,140,Cumi-cumi,Fugiat quod officia unde iste beatae reiciendis dolorem totam.,29471,https://picsum.photos/640/480
141,141,141,Cakalang,Distinctio ad sequi hic nostrum corrupti autem autem reiciendis quibusdam eaque earum cumque unde aperiam.,30506,https://dummyimage.com/640x480
142,142,142,Salmon,Pariatur dolor ut molestiae qui veritatis esse necessitatibus eveniet cum aperiam quisquam inventore.,34870,https://placekitten.com/640/480
143,143,143,Cumi-cumi,Maxime quidem eaque ad quibusdam velit quam cum dolorum repellat dolorem amet aperiam quo.,16705,https://picsum.photos/640/480
144,144,144,Cakalang,Dolor rem delectus cumque hic aliquid quidem aut nulla aperiam.,21056,https://dummyimage.com/640x480
145,145,145,Salmon,Non vitae corrupti eveniet at dolor eaque mollitia laboriosam beatae odio velit similique.,20423,https://picsum.photos/640/480
146,146,146,Patin,Autem ea laboriosam sint laboriosam dolorum dolorem ratione hic cumque.,25797,https://placekitten.com/640/480
147,147,147,Salmon,Error fugit error architecto maxime mollitia maiores optio quia.,28568,https://picsum.photos/640/480
148,148,148,Bandeng,Sit minus voluptatem similique rerum vitae iure aspernatur eum modi a amet sapiente recusandae perspiciatis repellendus repellendus atque fugiat.,19327,https://dummyimage.com/640x480
149,149,149,Tongkol,Ullam esse maxime quae laudantium soluta velit ut inventore minus iusto repellendus ea.,31939,https://dummyimage.com/640x480
150,150,150,Teri,Amet dolorum doloremque odio omnis voluptates laboriosam ipsa repellat corporis.,32629,https://picsum.photos/640/480
151,151,151,Layang,Officia illum eveniet hic nemo impedit totam unde alias cumque nesciunt nemo molestiae accusamus.,25325,https://placekitten.com/640/480
152,152,152,Rajungan,Ducimus amet soluta provident amet quae molestias vitae ut eveniet beatae atque.,28912,https://dummyimage.com/640x480
153,153,153,Makarel,Labore perferendis temporibus nemo temporibus vero repellendus amet harum deleniti.,18677,https://picsum.photos/640/480
154,154,154,Bandeng,Cupiditate ad quo sunt dolor aperiam maxime neque laudantium assumenda.,25805,https://dummyimage.com/640x480
155,155,155,Tongkol,Fuga distinctio iste laboriosam aut deleniti.,20638,https://picsum.photos/640/480
156,156,156,Kakap Putih,Laborum molestiae unde recusandae quo recusandae error culpa facere praesentium.,24984,https://picsum.photos/640/480
157,157,157,Lele,Fuga maiores distinctio fugit adipisci eum aperiam corrupti maiores rerum.,15425,https://picsum.photos/640/480
158,158,158,Lele,Velit exercitationem accusantium magni mollitia laborum ex assumenda deleniti.,23332,https://picsum.photos/640/480
159,159,159,Udang Windu,Voluptas provident ipsam repudiandae doloribus reiciendis beatae tempora voluptate voluptas atque nostrum.,28690,https://placekitten.com/640/480
160,160,160,Patin,Molestiae porro temporibus deleniti debitis doloremque distinctio.,33195,https://dummyimage.com/640x480
161,161,161,Makarel,Veritatis recusandae excepturi sunt suscipit deleniti possimus rerum deleniti quasi soluta voluptatibus debitis enim.,22819,https://placekitten.com/640/480
162,162,162,Cumi-cumi,Impedit animi reprehenderit quibusdam adipisci ducimus voluptates officia perferendis quae.,28260,https://dummyimage.com/640x480
163,163,163,Cakalang,Quam quibusdam qui exercitationem consectetur.,15549,https://placekitten.com/640/480
164,164,164,Kakap Putih,Et tempora quas suscipit deleniti voluptatem facilis ab quis.,20889,https://dummyimage.com/640x480
165,165,165,Cumi-cumi,Dolorum quos error asperiores illo sit vero veritatis eius porro in asperiores.,16824,https://dummyimage.com/640x480
166,166,166,Gurame,Occaecati in minus consectetur dolore facilis fugiat quod nesciunt explicabo.,32051,https://picsum.photos/640/480
167,167,167,Sarden,Voluptatum dolorum non ut ab doloribus eum consequuntur harum.,27085,https://placekitten.com/640/480
168,168,168,Salmon,Recusandae quidem sunt ullam magnam commodi quia.,17695,https://dummyimage.com/640x480
169,169,169,Gurame,Mollitia est necessitatibus soluta magnam suscipit ipsam.,21069,https://placekitten.com/640/480
170,170,170,Tuna,Dolorum ipsam commodi placeat facilis nobis tempora exercitationem blanditiis ducimus corporis esse provident delectus quasi.,17145,https://picsum.photos/640/480
171,171,171,Bawal,Magni alias distinctio nulla placeat atque architecto minus provident iusto aspernatur nobis.,20751,https://placekitten.com/640/480
172,172,172,Bawal,Iusto dignissimos dolorum eaque architecto recusandae officia nihil itaque quisquam dignissimos minima.,22017,https://picsum.photos/640/480
173,173,173,Cakalang,Sequi cumque magnam nulla hic suscipit veniam quisquam neque ex eius maxime sint nulla.,27754,https://placekitten.com/640/480
174,174,174,Makarel,Iste tempore dolore dolores dolor unde hic nulla.,16345,https://picsum.photos/640/480
175,175,175,Patin,Corrupti repellendus doloribus fugiat quia quis odit illum illum vero iure dicta eius neque libero vitae possimus fugit.,16222,https://placekitten.com/640/480
176,176,176,Layang,Quaerat tenetur facilis dolore ipsam cumque possimus deserunt.,30824,https://placekitten.com/640/480
177,177,177,Sotong,Fugiat minus iusto veniam dicta dolore tenetur.,25122,https://placekitten.com/640/480
178,178,178,Udang Windu,Pariatur beatae suscipit quam nobis nobis reprehenderit natus nisi fuga magnam earum qui eaque architecto consequatur maxime.,21511,https://dummyimage.com/640x480
179,179,179,Layang,Maiores cupiditate nulla ut explicabo deleniti excepturi eaque temporibus autem doloribus delectus nemo aliquam harum.,21148,https://placekitten.com/640/480
180,180,180,Tuna,Aliquid eligendi nisi animi suscipit nesciunt vel quia.,15840,https://placekitten.com/640/480
181,181,181,Kembung,Saepe eveniet saepe iure unde veniam fuga delectus inventore dolore ullam quasi.,30418,https://placekitten.com/640/480
182,182,182,Selar,Inventore dicta enim quia ipsa totam saepe excepturi nesciunt accusamus rem mollitia atque provident dignissimos.,26395,https://placekitten.com/640/480
183,183,183,Kakap Putih,Quidem dolorem quo aliquam quod praesentium optio aperiam.,19371,https://dummyimage.com/640x480
184,184,184,Sotong,Atque voluptatibus vel in nulla neque debitis nam culpa culpa quaerat rem deleniti nemo beatae.,30242,https://picsum.photos/640/480
185,185,185,Kepiting Bakau,Nihil minima suscipit distinctio eius officiis illo totam eos.,20103,https://picsum.photos/640/480
186,186,186,Tuna,Nostrum soluta nemo recusandae eum exercitationem illum nemo assumenda consequatur.,33327,https://placekitten.com/640/480
187,187,187,Sotong,Accusantium porro doloribus quasi repellendus possimus esse cum alias quos eius quaerat amet sequi repellat.,25687,https://placekitten.com/640/480
188,188,188,Kepiting Bakau,Unde ullam itaque nostrum veritatis necessitatibus in ad voluptate.,26197,https://picsum.photos/640/480
189,189,189,Kakap Merah,Accusamus aperiam illum repellendus veritatis cumque numquam quia rem qui.,27414,https://dummyimage.com/640x480
190,190,190,Cakalang,Repellendus quisquam fuga excepturi atque totam veritatis fugiat fuga ullam explicabo vero debitis voluptas temporibus corporis amet consequatur quam.,15675,https://placekitten.com/640/480
191,191,191,Kakap Putih,Magnam dicta animi fugit similique tempore possimus rerum aspernatur.,26304,https://dummyimage.com/640x480
192,192,192,Udang Windu,Ad animi harum iste explicabo dicta porro.,22504,https://dummyimage.com/640x480
193,193,193,Selar,Exercitationem illum nostrum consectetur illo minima sunt.,24787,https://placekitten.com/640/480
194,194,194,Kakap Putih,Provident veniam excepturi recusandae eos nulla a aliquid dolore illum alias velit illum officia.,32546,https://picsum.photos/640/480
195,195,195,Sarden,Non hic blanditiis similique aperiam.,29597,https://placekitten.com/640/480
196,196,196,Sarden,Facilis explicabo voluptate labore inventore dolore neque vel quibusdam blanditiis quaerat.,16857,https://placekitten.com/640/480
197,197,197,Teri,Voluptatibus tempora deleniti quisquam quam nihil molestias esse error.,34258,https://picsum.photos/640/480
198,198,198,Cakalang,Aspernatur non iure harum eligendi nisi temporibus.,30565,https://placekitten.com/640/480
199,199,199,Baronang,Iste optio sint rerum soluta.,18217,https://dummyimage.com/640x480
200,200,200,Kepiting Bakau,Id nisi laboriosam maxime eveniet quisquam magni voluptatem distinctio harum enim quia.,23138,https://dummyimage.com/640x480
201,201,201,Baronang,Veritatis eum aperiam quo eius nisi unde ad harum nesciunt occaecati perferendis.,31785,https://picsum.photos/640/480
202,202,202,Tongkol,Quidem fugit illo necessitatibus facilis iusto quasi.,17063,https://placekitten.com/640/480
203,203,203,Sotong,Laudantium maiores dolore ad quaerat voluptate praesentium quis hic temporibus libero ullam.,21121,https://dummyimage.com/640x480
204,204,204,Tongkol,Eligendi doloremque totam nam officia natus eius nulla.,24326,https://dummyimage.com/640x480
205,205,205,Belanak,Modi blanditiis deserunt totam culpa necessitatibus.,22252,https://dummyimage.com/640x480
206,206,206,Layang,Enim maiores aperiam perspiciatis recusandae adipisci nostrum consectetur corporis veritatis.,30822,https://picsum.photos/640/480
207,207,207,Baronang,Est et repellendus aspernatur veritatis a velit sunt.,27113,https://placekitten.com/640/480
208,208,208,Cakalang,Sit iusto molestias sed voluptas eligendi nihil.,22343,https://dummyimage.com/640x480
209,209,209,Cumi-cumi,Corporis molestiae fugit praesentium quas occaecati placeat rerum debitis reiciendis excepturi veritatis consequuntur doloremque aliquam.,26851,https://placekitten.com/640/480
210,210,210,Bawal,Nostrum aperiam temporibus quisquam cupiditate sint nam placeat.,16024,https://placekitten.com/640/480
211,211,211,Tongkol,Aut reiciendis rem natus ullam deserunt similique ratione id delectus nulla laudantium.,29596,https://picsum.photos/640/480
212,212,212,Makarel,Saepe quod quae nam illo doloremque animi consectetur.,20501,https://dummyimage.com/640x480
213,213,213,Tuna,Neque quas provident sit repellat architecto aspernatur expedita aliquid neque.,27733,https://placekitten.com/640/480
214,214,214,Kerapu,Maxime fuga temporibus occaecati numquam ex omnis aspernatur officia incidunt quasi.,18310,https://placekitten.com/640/480
