id,id_seller,id_weight,name,description,price,photo_url
22,22,22,Belanak,Molestias veniam earum iusto voluptatibus porro ab esse ipsum repellat.,30698,https://placekitten.com/640/480
23,23,23,Gurame,Minima voluptas nesciunt suscipit similique magni explicabo porro architecto quibusdam totam non.,32497,https://placekitten.com/640/480
24,24,24,Kepiting Bakau,Rem esse corporis hic nulla ducimus quidem laudantium incidunt.,17714,https://placekitten.com/640/480
25,25,25,Patin,Aut eius at officiis debitis esse deleniti officia perferendis.,25474,https://dummyimage.com/640x480
26,26,26,Kakap Merah,Facere accusamus maiores nostrum fugiat dolore.,27938,https://dummyimage.com/640x480
27,27,27,Udang Windu,Aut architecto culpa fuga natus aliquam doloribus recusandae ex illum.,34462,https://picsum.photos/640/480
28,28,28,Kakap Putih,Illo magni cumque error exercitationem.,19766,https://picsum.photos/640/480
29,29,29,Baronang,Nam nihil illo odit animi ex tenetur sit non.,32568,https://placekitten.com/640/480
30,30,30,Layang,Atque nisi odio earum voluptas cum magnam at pariatur odio iste.,23870,https://picsum.photos/640/480
31,31,31,Makarel,Omnis debitis consectetur optio modi sint neque ut velit rerum voluptas tempora numquam modi voluptas pariatur.,19255,https://dummyimage.com/640x480
32,32,32,Baronang,Est illum facilis minima iste veniam est minus facere voluptas corporis suscipit odit at.,22356,https://placekitten.com/640/480
33,33,33,Gurame,Excepturi a optio laboriosam optio id inventore illo sint earum ratione quas accusamus.,26893,https://picsum.photos/640/480
34,34,34,Sotong,Odit provident similique fugit magnam commodi.,18096,https://dummyimage.com/640x480
35,35,35,Layang,Totam labore totam in provident ullam temporibus distinctio tempora.,22449,https://placekitten.com/640/480
36,36,36,Lele,Ad dolorem totam molestias architecto ipsa maiores dicta soluta dolor.,15605,https://picsum.photos/640/480
37,37,37,Kakap Putih,Aliquid delectus dolore numquam quisquam exercitationem ratione.,30879,https://placekitten.com/640/480
38,38,38,Makarel,Iusto quia repellat facere tenetur hic quibusdam sapiente neque.,32261,https://picsum.photos/640/480
39,39,39,Patin,Labore placeat suscipit similique ab iste molestias error dolores quo asperiores.,22175,https://picsum.photos/640/480
40,40,40,Lele,Odio minus fuga omnis vitae facilis numquam beatae tempora neque perferendis numquam fuga sunt dolor eligendi.,30106,https://picsum.photos/640/480
41,41,41,Cakalang,Mollitia odio nisi nesciunt adipisci error magnam fugit perferendis explicabo.,34996,https://dummyimage.com/640x480
42,42,42,Lele,Quod ipsam repellendus commodi nesciunt dolorum unde illum dolorum non.,31490,https://picsum.photos/640/480
43,43,43,Baronang,At quas sed temporibus in quam molestias.,27325,https://picsum.photos/640/480
44,44,44,Kakap Putih,Occaecati delectus saepe assumenda temporibus debitis assumenda suscipit blanditiis quos porro molestiae.,15345,https://picsum.photos/640/480
45,45,45,Nila,Eum enim porro quasi nisi sunt harum sunt magni nihil ex.,30668,https://dummyimage.com/640x480
46,46,46,Selar,Eos architecto dolorum doloremque reiciendis ratione fugiat.,19568,https://picsum.photos/640/480
47,47,47,Patin,Eligendi esse ut beatae reiciendis labore.,15194,https://placekitten.com/640/480
48,48,48,Kerapu,Tenetur voluptatibus placeat doloribus dolore quas vero mollitia magni itaque odit quasi laboriosam eveniet consectetur saepe alias tempora.,25429,https://picsum.photos/640/480
49,49,49,Rajungan,Occaecati nisi molestias doloremque quam amet nam dolore ipsum.,25317,https://placekitten.com/640/480
50,50,50,Udang Windu,Quo repudiandae dicta amet eveniet tempore quis aspernatur molestias.,25893,https://picsum.photos/640/480
51,51,51,Gurame,Earum ut neque dolorem beatae et eius vitae modi sint.,27572,https://dummyimage.com/640x480
52,52,52,Layang,Accusantium at commodi explicabo doloremque quia quaerat beatae vel quisquam blanditiis nulla consectetur.,33997,https://picsum.photos/640/480
53,53,53,Belanak,Perferendis eligendi tenetur provident architecto beatae eius praesentium architecto doloribus vero molestiae.,28216,https://picsum.photos/640/480
54,54,54,Kepiting Bakau,Sed debitis delectus minima inventore non aut hic.,34832,https://dummyimage.com/640x480
55,55,55,Lele,Tempora et praesentium soluta rerum quo voluptatem incidunt assumenda mollitia voluptatem vitae quos sequi distinctio.,25377,https://placekitten.com/640/480
56,56,56,Cakalang,Quasi saepe dolor neque corrupti quia iusto.,19781,https://placekitten.com/640/480
57,57,57,Makarel,Quaerat minima aliquid minima natus sed ipsam assumenda similique dolorum aliquid sit iste dolore.,23984,https://placekitten.com/640/480
58,58,58,Nila,Eos sunt accusantium ullam ab suscipit alias.,31800,https://placekitten.com/640/480
59,59,59,Cumi-cumi,Voluptas eum incidunt saepe quam delectus possimus rem fuga voluptatibus distinctio hic eligendi eum et sint asperiores quasi.,29053,https://placekitten.com/640/480
60,60,60,Layang,Non aspernatur unde similique necessitatibus expedita quos eius exercitationem debitis commodi.,26695,https://dummyimage.com/640x480
61,61,61,Belanak,Odit quasi quae pariatur delectus tempora molestiae unde iste facere qui ea dignissimos quia.,28776,https://dummyimage.com/640x480
62,62,62,Selar,Illum sit dignissimos magni deleniti beatae laboriosam atque iure dolores ea voluptatibus quibusdam similique reiciendis.,28393,https://dummyimage.com/640x480
63,63,63,Kerapu,Est quaerat aperiam alias ratione harum odio eum.,23752,https://dummyimage.com/640x480
64,64,64,Baronang,Error blanditiis numquam dicta deserunt vel nesciunt fugit explicabo nostrum laborum reprehenderit.,24552,https://dummyimage.com/640x480
65,65,65,Selar,Autem at consequuntur voluptatibus doloribus neque veniam dolore animi quo debitis.,19293,https://dummyimage.com/640x480
66,66,66,Layang,Consequatur nesciunt quos adipisci vel eius consequuntur excepturi repellendus voluptatibus eum sunt quae quis minus nulla earum eveniet quam.,30066,https://placekitten.com/640/480
67,67,67,Bandeng,Repellat accusantium eos ullam voluptate eius nostrum dolor mollitia corrupti quas inventore minus autem molestias.,25832,https://placekitten.com/640/480
68,68,68,Kakap Merah,Numquam officiis esse reiciendis mollitia rem repellendus saepe eum magni quasi commodi.,20613,https://picsum.photos/640/480
69,69,69,Tongkol,Possimus praesentium laborum eaque minus nisi quidem aspernatur quibusdam exercitationem distinctio voluptatum sit pariatur aut dolore similique fugit.,32181,https://picsum.photos/640/480
70,70,70,Salmon,Voluptas pariatur iure quos aspernatur dolorum temporibus laudantium mollitia quo ducimus quisquam ullam consequuntur enim.,31076,https://picsum.photos/640/480
71,71,71,Cakalang,Fuga reiciendis labore soluta dolorum repellat provident.,23350,https://picsum.photos/640/480
72,72,72,Kepiting Bakau,Reiciendis at minima corporis ullam necessitatibus tempora rerum debitis dolorem.,22522,https://picsum.photos/640/480
73,73,73,Lele,Consequuntur placeat odio a voluptatibus tenetur voluptatem omnis necessitatibus.,16562,https://picsum.photos/640/480
74,74,74,Bawal,Odio aspernatur quam vitae nobis commodi.,17377,https://dummyimage.com/640x480
75,75,75,Rajungan,Voluptates nostrum excepturi unde in distinctio quia esse.,32024,https://picsum.photos/640/480
76,76,76,Gurame,Perferendis laborum sed ipsa vero quo sapiente facere totam soluta.,31208,https://placekitten.com/640/480
77,77,77,Tuna,Ipsam doloremque rem mollitia quo.,22395,https://picsum.photos/640/480
78,78,78,Bawal,Iusto occaecati quia nam explicabo eveniet dolorum voluptates.,27045,https://placekitten.com/640/480
79,79,79,Kerapu,Corrupti minima quae explicabo quasi asperiores nemo fugiat repellendus harum maiores mollitia temporibus perspiciatis incidunt.,30504,https://dummyimage.com/640x480
80,80,80,Selar,Praesentium error eaque libero asperiores consequuntur iure quaerat deleniti doloribus explicabo ipsam repellendus occaecati dolor aut odit maiores quae.,24072,https://placekitten.com/640/480
81,81,81,Lele,Amet voluptatum deserunt odit corporis maiores explicabo.,19928,https://picsum.photos/640/480
82,82,82,Bawal,Quibusdam ex sapiente ea enim optio maxime nemo consectetur dolorum nemo ipsa.,23287,https://picsum.photos/640/480
83,83,83,Kakap Putih,Aliquid dolores incidunt cumque quisquam quia libero in ipsam ut architecto facere ut officiis qui labore temporibus.,18842,https://dummyimage.com/640x480
84,84,84,Bandeng,Expedita quae velit alias necessitatibus libero optio.,21717,https://placekitten.com/640/480
85,85,85,Layang,Adipisci culpa odit culpa similique corporis iste ea maxime.,28934,https://dummyimage.com/640x480
86,86,86,Bawal,Facere quasi est ratione necessitatibus ipsa libero enim dolorem.,19372,https://dummyimage.com/640x480
87,87,87,Kembung,Officiis autem debitis quasi fugit eaque repellat ab.,21546,https://picsum.photos/640/480
88,88,88,Kembung,Numquam odit fugiat dolorum cum occaecati quod quasi soluta ipsam necessitatibus possimus fuga.,24043,https://dummyimage.com/640x480
89,89,89,Teri,Beatae dicta ducimus delectus at ducimus placeat ratione id unde neque in suscipit atque ipsam distinctio expedita.,28623,https://dummyimage.com/640x480
90,90,90,Belanak,Dolorum quod quos quia error nostrum tempore temporibus mollitia non.,23222,https://placekitten.com/640/480
91,91,91,Lele,Aperiam eaque tempora hic eaque dignissimos.,25030,https://picsum.photos/640/480
92,92,92,Lele,Cum vero at veniam nesciunt fugiat assumenda dolorem minus dignissimos.,26553,https://placekitten.com/640/480
93,93,93,Layang,Debitis vel consectetur velit nostrum cupiditate iste nemo.,24241,https://placekitten.com/640/480
94,94,94,Nila,Numquam laudantium similique commodi distinctio eius nisi distinctio laborum consequuntur a dolor officiis repellat minus a tenetur voluptatibus suscipit.,28440,https://placekitten.com/640/480
95,95,95,Makarel,Aperiam officia praesentium dolores nobis ipsam sunt.,17702,https://dummyimage.com/640x480
96,96,96,Lele,Possimus iste esse laboriosam perspiciatis voluptatum harum tempora optio.,23725,https://dummyimage.com/640x480
97,97,97,Teri,Architecto maxime eveniet similique vitae ipsam exercitationem at quasi est pariatur animi qui excepturi reiciendis magnam consequatur sequi.,23916,https://placekitten.com/640/480
98,98,98,Udang Windu,Dolore commodi quos ducimus porro alias fuga.,32631,https://dummyimage.com/640x480
99,99,99,Gurame,Fugiat odit corporis explicabo delectus qui dolores enim dolores ipsa.,32826,https://dummyimage.com/640x480
100,100,100,Bawal,Accusantium ipsum eaque voluptatem natus.,29026,https://dummyimage.com/640x480
